"商品コード","商品名","仕入先コード","仕入先名","在庫数","引当数","フリー在庫数","不良在庫数","欠品数","発注残数","商品区分","商品タグ","取扱区分","適正在庫数","発注点","ロット","原価","売価","在庫金額","表示価格","ＪＡＮコード"
"mg-nt07-bk","ベーシックカーディガン【ブラック】","9","ハピネス","35","0","35","0","0","4","通常","","取扱中","2","0","0","4273.00","7980.00","149555.00","","4580605361189"
"mg-nt07-gr","ベーシックカーディガン【グリーン】","9","ハピネス","49","0","49","0","0","0","通常","","取扱中","2","0","0","4273.00","7980.00","209377.00","","4580605360502"
"mg-nt07-hg","レディースカーディガン（花柄グレー）","9","ハピネス","16","0","16","0","0","0","通常","","取扱中","2","0","0","4180.00","7980.00","66880.00","","4580605361202"
"mg-nt07-hr","レディースカーディガン（花柄グリーン）","9","ハピネス","47","0","47","0","0","0","通常","","取扱中","2","0","0","4180.00","7980.00","196460.00","","4580605361196"
"mg-nt07-lb","ベーシックカーディガン【ライトブルー】","9","ハピネス","45","0","45","0","0","1","通常","","取扱中","2","0","0","4273.00","7980.00","192285.00","","4580605360519"
"mg-nt07-lg","ベーシックカーディガン【イエローグリーン】","9","ハピネス","32","0","32","0","0","1","通常","","取扱中","0","0","0","4273.00","7980.00","136736.00","","4580605361431"
"mg-nt08-gy","洗える強度コットン 袖ボリュームニット【グレー】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3410.00","7980.00","0.00","",""
"mg-nt08-wt","洗える強度コットン 袖ボリュームニット【ホワイト】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3410.00","7980.00","0.00","","4580605360526"
"mg-nt09-gy","再生ウール100%サスティナブルなニット【ミックスライトグレー】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","3839.00","7980.00","0.00","","4580605360533"
"mg-nt09-wt","再生ウール100%サスティナブルなニット【ホワイト】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","3839.00","7980.00","0.00","","4580605360540"
"mg-nt10-gy","ハーフジップニット【グレー】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","4180.00","7980.00","0.00","","4580605360557"
"mg-nt10-ma","ハーフジップニット【杢マスタード】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","4180.00","7980.00","0.00","","4580605360564"
"mg-nt11-gr","シャギーニット_ライトグリーン","11","Astyle","32","0","32","0","0","0","通常","","取扱中","2","0","0","3773.00","8450.00","120736.00","","4580605361745"
"mg-nt11-gy","シャギーニット_ライトグレー","11","Astyle","42","0","42","0","0","0","通常","","取扱中","2","0","0","3773.00","8540.00","158466.00","","4580605361738"
"mg-nt12-gy","ニットベスト_ライトグレー","11","Astyle","43","0","43","0","0","0","通常","","取扱中","1","0","0","2953.00","6900.00","126979.00","","4580605361752"
"mg-nt12-pk","ニットベスト_ライトピンク","11","Astyle","28","0","28","0","0","0","通常","","取扱中","2","0","0","2953.00","6900.00","82684.00","","4580605361769"
"mg-nt13-gy","ウールニット_ライトグレー","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","0.00","0.00","0.00","","4580605361783"
"mg-nt13-mo","ウールニット_モカ","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","0.00","0.00","0.00","","4580605361776"
"mg-nt14-bk","紐付きニット帽_ブラック","11","Astyle","2","0","2","0","0","0","通常","","取扱中","1","0","0","950.00","3900.00","1900.00","","4580605362162"
"mg-nt14-gy","紐付きニット帽_グレー","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","950.00","3900.00","0.00","","4580605362186"
"mg-nt14-wt","紐付きニット帽_ホワイト","11","Astyle","1","0","1","0","0","0","通常","","取扱中","0","0","0","950.00","3900.00","950.00","","4580605362179"
"mg-op01-bk","キャミワンピ-黒","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2860.00","5980.00","0.00","","4580604901270"
"mg-op01-gy","キャミワンピ-グレー","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2860.00","10000.00","0.00","","4580604901287"
"mg-op01-ny","キャミワンピ-ネイビー","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2860.00","10000.00","0.00","","4580604901294"
"mg-op02-ch","サマーロングワンピース-チャコール","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2750.00","10000.00","0.00","","4580604901300"
"mg-op02-lb","サマーロングワンピース-ライトブルー","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2750.00","10000.00","0.00","","4580604901317"
"mg-op02-ny","サマーロングワンピース-ネイビー","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2750.00","10000.00","0.00","","4580604901324"
"mg-op02-pk","サマーロングワンピース-ピンク","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2750.00","8800.00","0.00","","4580604901331"
"mg-op03-bk","コットン刺繍エスニックワンピース【ブラック】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","8940.00","0.00","","4580604901348"
"mg-op03-gy","リネンブラウジングＯＰ-グレー","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4180.00","10000.00","0.00","","4580604901355"
"mg-op03-ny","リネンブラウジングＯＰ-ネイビー","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4180.00","10000.00","0.00","","4580604901362"
"mg-op03-wt","コットン刺繍エスニックワンピース【ホワイト】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","8940.00","0.00","","4580604901379"
"mg-op04-lg","カシュクールワンピース-ライトグレー","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4730.00","10000.00","0.00","","4580604901386"
"mg-op04-ny","カシュクールワンピース-ネイビー","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4730.00","10000.00","0.00","","4580604901393"
"mg-op05-bk","エプロンワンピース-黒","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3850.00","10000.00","0.00","","4580604901409"
"mg-op05-de","エプロンワンピース-デニム","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3850.00","10000.00","0.00","","4580604901416"
"mg-op06l-bk","サロペットワンピース_黒_L","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3520.00","8250.00","0.00","","4580604901423"
"mg-op06l-ye","サロペットワンピース_イエロー_L","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3520.00","8250.00","0.00","","4580604901430"
"mg-op06m-bk","サロペットワンピース_黒_M","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3520.00","8250.00","0.00","","4580604901447"
"mg-op06m-ye","サロペットワンピース_イエロー_M","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3520.00","8250.00","0.00","","4580604901454"
"mg-op07-be","半袖vネックロングワンピース【シワ加工ベージュ】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3740.00","9980.00","0.00","","4580604903588"
"mg-op07-bl","半袖vネックロングワンピース_ブルー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","4785.00","9980.00","0.00","","4580605360571"
"mg-op07-de","割烹着_デニム","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2530.00","5980.00","0.00","","4580604901461"
"mg-op07-gr","半袖vネックロングワンピース【シワ加工深緑】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","4785.00","9980.00","0.00","","4580604901478"
"mg-op07-te","半袖vネックロングワンピース【シワ加工レンガ色】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3740.00","9980.00","0.00","","4580604903601"
"mg-op08-be","コットン100バックデザインロングワンピース【グレーベージュ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4345.00","9980.00","0.00","","4580604904547"
"mg-op08-ka","コットン100バックデザインロングワンピース【カーキ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4345.00","9980.00","0.00","","4580604904530"
"mg-op09-ny","ベルト付きスキッパーシャツロングワンピース【ネイビー】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","9980.00","0.00","","4580604904448"
"mg-op09-wt","ベルト付きスキッパーシャツロングワンピース【ホワイト】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","9980.00","0.00","","4580604904455"
"mg-op10-bk","リネンコットンエプロンワンピース【ブラック】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3850.00","8950.00","0.00","","4580604904882"
"mg-op10-gy","ハレの日袖フレアストレッチワンピース【ラベンダーグレー】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4840.00","8990.00","0.00","","4580604905018"
"mg-op10-ka","リネンコットンエプロンワンピース【カーキ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3850.00","8950.00","0.00","","4580604904875"
"mg-op10-ny","ハレの日袖フレアストレッチワンピース【ネイビー】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4840.00","8990.00","0.00","","4580604905025"
"mg-op12-bk","レースが可愛いワンピースドレス_ブラック","11","Astyle","279","12","267","0","0","0","通常","","取扱中","2","0","0","5428.00","13450.00","1514412.00","","4580604905292"
"mg-op12-bk-K","レースが可愛いワンピースドレス_ブラック（小柄さん）","11","Astyle","30","3","27","0","0","0","通常","","取扱中","2","0","0","5428.00","13450.00","162840.00","","4580605361219"
"mg-op12-L-bk","レースが可愛いワンピースドレスLサイズ_ブラック","11","Astyle","28","3","25","0","0","0","通常","","取扱中","2","0","0","5428.00","13850.00","151984.00","","4580605360991"
"mg-op13-bk","ビスチェワンピース_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5390.00","9980.00","0.00","",""
"mg-op13-ck","ビスチェワンピース_チェック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5390.00","9980.00","0.00","",""
"mg-op13-gy","ビスチェワンピース_グレー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5390.00","9980.00","0.00","",""
"mg-op13-wt","バンドカラーシャツロングワンピース【ホワイト】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5390.00","9980.00","0.00","",""
"mg-op15-bk","レースが可愛い半袖ワンピースドレス【ブラック】","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","5263.00","12850.00","0.00","","4580605360588"
"mg-op15-bk-k","レースが可愛い半袖ワンピースドレス【ブラック】（小柄さん）","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","5263.00","12850.00","0.00","","4580605361448"
"mg-op15-L-bk","レースが可愛い半袖ワンピースドレス_ブラックLサイズ","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","5263.00","12850.00","0.00","","4580605360014"
"mg-op16-be","サロペットスカート_ベージュ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5100.00","9980.00","0.00","","4580605360595"
"mg-op16-bk","サロペットスカート_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5100.00","9980.00","0.00","","4580605360601"
"mg-op17-bk","新型レース半袖ワンピース_ブラック","9","ハピネス","12","0","12","0","0","0","通常","","取扱中","1","0","0","6248.00","12980.00","74976.00","","4580605360618"
"mg-op17-gr","新型レース半袖ワンピース_グレー","9","ハピネス","86","0","86","0","0","0","通常","","取扱中","1","0","0","6380.00","12980.00","548680.00","","4580605360625"
"mg-op18-bk","刺繍ワンピース_ブラック","9","ハピネス","32","0","32","0","0","0","通常","","取扱中","2","0","0","6600.00","11840.00","211200.00","","4580605359995"
"mg-pa01-bk","ボンディングニットパーカー_ブラック","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3597.00","6540.00","0.00","","4580604904165"
"mg-pa01-gb","ボンディングニットパーカー_グレーベージュ","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3597.00","6540.00","0.00","","4580604904172"
"mg-pb01-br","モリノカ゛ッコウ 母の日の贈り物に?かごバッグ+くつしたの2点 5000円セット","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1760.00","5000.00","0.00","","4580604904509"
"mg-pc01-bk","スマホポーチ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","0.00","0.00","0.00","",""
"mg-pc01-gb","スマホポーチ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","0.00","0.00","0.00","",""
"mg-po01-bk","ポンチョコート_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","7425.00","18980.00","0.00","","4580604904257"
"mg-po01-ka","ポンチョコート_カーキ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","7425.00","18980.00","0.00","","4580604904264"
"mg-po02-be","マウンテンパーカー_ベージュ","11","Astyle","6","0","6","0","0","0","通常","","取扱中","1","0","0","5357.00","12980.00","32142.00","","4580605361004"
"mg-po02-bk","マウンテンパーカー_ブラック","11","Astyle","38","0","38","0","0","0","通常","","取扱中","2","0","0","5357.00","12980.00","203566.00","","4580604904394"
"mg-po02-ka","マウンテンパーカー_カーキ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","5357.00","12980.00","0.00","","4580604904387"
"mg-po02-pk","マウンテンパーカー_ピンク","11","Astyle","13","2","11","0","0","1","通常","","取扱中","2","0","0","5357.00","12980.00","69641.00","","4580605361011"
"mg-po03-bk-L","中綿アウター_ブラック_L","11","Astyle","1","1","0","0","0","1","通常","","取扱中","0","0","0","4312.00","12980.00","4312.00","","4580605362100"
"mg-po03-bk-M","中綿アウター_ブラック_M","11","Astyle","58","0","58","0","0","0","通常","","取扱中","2","0","0","4312.00","12980.00","250096.00","","4580605362094"
"mg-po03-wt-L","中綿アウター_ホワイト_L","11","Astyle","0","0","0","0","0","2","通常","","取扱中","0","0","0","4312.00","12980.00","0.00","","4580605362124"
"mg-po03-wt-M","中綿アウター_ホワイト_M","11","Astyle","15","0","15","0","0","0","通常","","取扱中","1","0","0","4312.00","12980.00","64680.00","","4580605362117"
"mg-pt01-l-bk","テーパードパンツ_ブラック_L","9","ハピネス","14","1","13","0","0","0","通常","","取扱中","1","0","0","2871.00","7900.00","40194.00","","4580604901492"
"mg-pt01-l-gy","テーパードパンツ_グレー_L","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","2871.00","7900.00","0.00","","4580605361493"
"mg-pt01-l-ny","テーパードパンツ_ネイビー_L","9","ハピネス","5","0","5","0","0","0","通常","","取扱中","2","0","0","2871.00","7900.00","14355.00","","4580604904622"
"mg-pt01-l-pk","タックパンツ_ピンク_L","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","2871.00","7900.00","0.00","","4580604904721"
"mg-pt01-m-bk","テーパードパンツ_ブラック_M","9","ハピネス","15","0","15","0","0","0","通常","","取扱中","1","0","0","2871.00","7900.00","43065.00","","4580604901515"
"mg-pt01-m-gy","テーパードパンツ_グレー_M","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","2871.00","7900.00","0.00","","4580605361486"
"mg-pt01-m-ny","テーパードパンツ_ネイビー_M","9","ハピネス","33","0","33","0","0","0","通常","","取扱中","2","0","0","2871.00","7900.00","94743.00","","4580604904615"
"mg-pt01-m-pk","タックパンツ_ピンク_M","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","2871.00","7900.00","0.00","","4580604904639"
"mg-pt01-xl-bk","テーパードパンツ_ブラック_XL","11","Astyle","42","0","42","0","0","0","通常","","取扱中","2","0","0","2871.00","8400.00","120582.00","","4580605361462"
"mg-pt01-xl-gy","テーパードパンツ_グレー_XL","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","2871.00","8400.00","0.00","","4580605361509"
"mg-pt01-xl-ny","テーパードパンツ_ネイビー_XL","11","Astyle","45","0","45","0","0","0","通常","","取扱中","1","0","0","2871.00","8400.00","129195.00","","4580605361479"
"mg-pt01l-be","タックパンツ-ベージュ","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2871.00","8800.00","0.00","","4580604901485"
"mg-pt01m-be","タックパンツ-ベージュ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3850.00","8800.00","0.00","","4580604901508"
"mg-pt02-L-de","スエットパンツ_L_デニム","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3300.00","7900.00","0.00","",""
"mg-pt02-M-de","スエットパンツ_M_デニム","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3520.00","7900.00","0.00","",""
"mg-pt02L-de","スエットパンツ_L_デニム","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2970.00","7900.00","0.00","","4580604901553"
"mg-pt02M-de","インディゴ染めジョッパースウェットパンツ【インディゴネイビー】","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2970.00","7500.00","0.00","","4580604901577"
"mg-pt02M-lb","インディゴ染めジョッパースウェットパンツ【インディゴブルー】","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2970.00","7500.00","0.00","","4580604901584"
"mg-pt03-bk","イージーケアオールゴムギャザータックパンツ【ブラック】","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3410.00","7900.00","0.00","","4580604901591"
"mg-pt03-gr","イージーケアオールゴムギャザータックパンツ【深緑】","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3410.00","7900.00","0.00","","4580604901607"
"mg-pt03M-de","スウェットパンツ_M_デニム","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","7900.00","0.00","",""
"mg-pt03M-lb","スエットパンツ_M_ライトブルー","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3520.00","7900.00","0.00","",""
"mg-pt04-be","エプロンパンツ_ベージュ","11","Astyle","47","0","47","0","0","0","通常","","取扱中","2","0","0","3635.00","8980.00","170845.00","","4580604903953"
"mg-pt04-bk","エプロンパンツ_ブラック","11","Astyle","30","0","30","0","0","0","通常","","取扱中","2","0","0","3635.00","8980.00","109050.00","","4580604903946"
"mg-pt04-L-be","セットアップパンツ_Lサイズ_ベージュ","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4301.00","9980.00","0.00","","4580604904141"
"mg-pt04-L-bk","セットアップパンツ_Lサイズ_ブラック","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4301.00","9980.00","0.00","","4580604904158"
"mg-pt04-M-be","セットアップパンツ_Mサイズ_ベージュ","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4301.00","9980.00","0.00","","4580604904127"
"mg-pt04-M-bk","セットアップパンツ_Mサイズ_ブラック","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4301.00","9980.00","0.00","","4580604904134"
"mg-pt05-bk","天然抗菌加工コットン100%着心地?リブニットフレアパンツ【ブラック】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4367.00","7980.00","0.00","","4580604904431"
"mg-pt06-be","【パンツ単品】ストレッチショート丈セットアップ (ベージュ)","11","Astyle","70","0","70","0","0","0","通常","","取扱中","2","0","0","0.00","0.00","0.00","","4580605361929"
"mg-pt06-be-k","【パンツ単品】ストレッチショート丈セットアップ (ベージュ)_小柄","11","Astyle","8","0","8","0","0","2","通常","","取扱中","1","0","0","0.00","0.00","0.00","","4580605361936"
"mg-pt06-bk","【パンツ単品】ストレッチショート丈セットアップ (ブラック)","9","ハピネス","121","2","119","0","0","0","通常","","取扱中","2","0","0","4785.00","8990.00","578985.00","","4580605360632"
"mg-pt06-bk-k","【パンツ単品】ストレッチショート丈セットアップ (ブラック)_小柄","11","Astyle","35","0","35","0","0","0","通常","","取扱中","2","0","0","0.00","0.00","0.00","","4580605361912"
"mg-pt07-bk","コーデュロイパンツ【ブラック】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4840.00","8850.00","0.00","",""
"mg-pt07-gy","コーデュロイパンツ【グレーベージュ】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4840.00","8850.00","0.00","",""
"mg-pt09-bk","ストレッチサマーワイドパンツ【ブラック】ドルマン","9","ハピネス","67","0","67","0","0","0","通常","","取扱中","2","0","0","1452.00","5840.00","97284.00","","4580605360649"
"mg-pt09-ch","ストレッチサマーワイドパンツ【チャコール】ドルマン","9","ハピネス","19","0","19","0","0","0","通常","","取扱中","1","0","0","1452.00","5840.00","27588.00","","4580605360656"
"mg-pt10-de","前ボタンハイウエストワイドデニムパンツ【インディゴ（濃い）デニム】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3453.00","8980.00","0.00","","4580604904868"
"mg-pt10-lb","前ボタンハイウエストワイドデニムパンツ【ストレッチブルーデニム】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3453.00","8980.00","0.00","","4580604904851"
"mg-pt11-bk-L","ワイドパンツ_Lサイズ_ブラック","11","Astyle","50","0","50","0","0","50","通常","","取扱中","2","0","0","3338.00","6900.00","166900.00","","4580605361271"
"mg-pt11-bk-M","ワイドパンツ_Mサイズ_ブラック","11","Astyle","37","0","37","0","0","50","通常","","取扱中","2","0","0","3338.00","6900.00","123506.00","","4580605361264"
"mg-pt11-de-L","ワイドデニムパンツ_インディゴブルー_L","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","3338.00","6900.00","0.00","","4580605361660"
"mg-pt11-de-M","ワイドデニムパンツ_インディゴブルー_M","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","3338.00","6900.00","0.00","","4580605361677"
"mg-pt11-lb-L","ワイドパンツ_Lサイズ_ライトブルー","11","Astyle","30","1","29","0","0","48","通常","","取扱中","2","0","0","3338.00","6900.00","100140.00","","4580605361295"
"mg-pt11-lb-M","ワイドパンツ_Mサイズ_ライトブルー","11","Astyle","83","0","83","0","0","45","通常","","取扱中","2","0","0","3338.00","6900.00","277054.00","","4580605361288"
"mg-pt12-bk-L","フレアパンツ_インディゴ_L","11","Astyle","0","0","0","0","0","50","通常","","取扱中","0","0","0","3300.00","7300.00","0.00","","4580605362315"
"mg-pt12-bk-M","フレアパンツ_インディゴ_M","11","Astyle","0","0","0","0","0","50","通常","","取扱中","0","0","0","3300.00","7300.00","0.00","","4580605362292"
"mg-pt12-lb-L","フレアパンツ_ライトブルー_L","11","Astyle","0","0","0","0","0","50","通常","","取扱中","0","0","0","3300.00","7300.00","0.00","","4580605362322"
"mg-pt12-lb-M","フレアパンツ_ライトブルー_M","11","Astyle","0","0","0","0","0","50","通常","","取扱中","0","0","0","3300.00","7300.00","0.00","","4580605362308"
"mg-pw01-bk","パーカーワンピース_ブラック","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4290.00","7980.00","0.00","","4580604904189"
"mg-pw01-gb","パーカーワンピース_グレーベージュ","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4290.00","7980.00","0.00","","4580604904196"
"mg-sa01-bk","本革サコッシュ【ブラック】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4235.00","6980.00","0.00","","4580604904554"
"mg-sc01-bk","スマホポーチpuレザー_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","5250.00","0.00","","4580605360663"
"mg-sc01-br","ギャザースカートパンツ【ベイクドカラーメイプル】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3256.00","6980.00","0.00","","4580604901638"
"mg-sc01-gr","スマホポーチpuレザー_グリーン","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","5250.00","0.00","",""
"mg-sc01-ka","ギャザースカートパンツ【ベイクドカラーカーキ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3256.00","6980.00","0.00","","4580604901645"
"mg-sc01-ye","スマホポーチpuレザー_イエロー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","5250.00","0.00","","4580605360670"
"mg-sd03-bee","手染め動物ブラウス_ミツバチ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","0.00","9980.00","0.00","",""
"mg-sd03-cat","手染め動物ブラウス_ネコ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","0.00","9980.00","0.00","",""
"mg-sd03-chic","手染め動物ブラウス_ニワトリ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","0.00","9980.00","0.00","",""
"mg-sd03-dog","手染め動物ブラウス_イヌ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","0.00","9980.00","0.00","",""
"mg-sd03-dove","手染め動物ブラウス_ハト","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","0.00","9980.00","0.00","",""
"mg-sd03-fox","手染め動物ブラウス_キツネ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","0.00","9980.00","0.00","",""
"mg-sd03-oni","手染め動物ブラウス_オニオオハシ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3900.00","9980.00","0.00","",""
"mg-sd03-snail","手染め動物ブラウス_カタツムリ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","0.00","9980.00","0.00","",""
"mg-sd03-wt","リネンコットン半袖ブラウス","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","0.00","0.00","0.00","",""
"mg-se16-po","ポンチョコートに＋1000円で大人気ブラトップショーツがセット","9","ハピネス","0","0","0","0","0","0","通常","[要※カラー指定]","取扱中","0","0","0","0.00","17000.00","0.00","",""
"mg-se17-spbk","春待ち2点セット（袖コンシャスVネックニット＆サロペ）","9","ハピネス","0","0","0","0","0","0","通常","[要※カラー指定]","取扱中","0","0","0","0.00","13960.00","0.00","",""
"mg-se25-lb10-sp","色が選べるフォーマルコーデセットAレースブラウスとサロペットのセット","9","ハピネス","0","0","0","0","0","0","通常","[要※カラー指定]","取扱中","0","0","0","0.00","14000.00","0.00","",""
"mg-se26-op13-lb10","色が選べるフォーマルコーデセットBレースブラウスとワンピース","9","ハピネス","0","0","0","0","0","0","通常","[要※カラー指定]","取扱中","0","0","0","0.00","14000.00","0.00","",""
"mg-se38-ch","ドルマンTシャツ&パンツ上下セットアップ（チャコール）","9999","設定なし","0","0","0","0","0","0","通常","","取扱中","0","0","0","2591.00","8480.00","0.00","","mg-se38-ch"
"mg-sk01-bk","【セットにできます】前スリットスカート【ブラックコットン100スウェット】","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2585.00","4980.00","0.00","","4580604901652"
"mg-sk01-ch","【セットにできます】前スリットスカート【チャコールコットン100スウェット】","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2585.00","4980.00","0.00","","4580604901669"
"mg-sk01-wt","【セットにできます】前スリットスカート【ホワイトコットン100スウェット】","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2585.00","4980.00","0.00","","4580604901676"
