"商品コード","商品名","仕入先コード","仕入先名","在庫数","引当数","フリー在庫数","不良在庫数","欠品数","発注残数","商品区分","商品タグ","取扱区分","適正在庫数","発注点","ロット","原価","売価","在庫金額","表示価格","ＪＡＮコード"
"MG2735-re-L","バルーンスカート_赤_L","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2200.00","8800.00","0.00","","4580604902109"
"MG2735-re-M","バルーンスカート_赤_M","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2200.00","8800.00","0.00","","4580604902116"
"MG2735-wt-L","バルーンスカート_白_L","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2200.00","8800.00","0.00","","4580604902123"
"MG2735-wt-M","バルーンスカート_白_M","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2200.00","8800.00","0.00","","4580604902130"
"MG2736-BLK-L","dolmshirtansweat_黒_L","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2090.00","4980.00","0.00","","4580604902147"
"MG2736-BLK-M","dolmshirtansweat_黒_M","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2090.00","4980.00","0.00","","4580604902154"
"MG2736-TCH-L","dolmshirtansweat_チャコール_L","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2090.00","4980.00","0.00","","4580604902161"
"MG2736-TCH-M","dolmshirtansweat_チャコール_M","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2090.00","4980.00","0.00","","4580604902178"
"MG2736-WHT-L","dolmshirtansweat_白_L","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2090.00","4980.00","0.00","","4580604902185"
"MG2736-WHT-M","dolmshirtansweat_白_M","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2090.00","4980.00","0.00","","4580604902192"
"MG2738-lg","カーディガン_ライトグレー","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3080.00","9980.00","0.00","","4580604902208"
"MG2738-re","カーディガン_レッド","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3080.00","9980.00","0.00","","4580604902215"
"MG2739-lg","ケーブルニット_ライトグレー","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3850.00","9980.00","0.00","","4580604902222"
"MG2739-ny","ウール100%アランケーブルニット","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4675.00","9800.00","0.00","","4580604902239"
"MG2739-wt","ケーブルニット_オフホワイト","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3850.00","9980.00","0.00","","4580604902246"
"MG2740-gb","変形トップスドルマンスリーブニット【グレーベージュ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4290.00","8980.00","0.00","","4580604902253"
"MG2740-lg","変形トップスドルマンスリーブニット【ライトグレー】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4290.00","8980.00","0.00","","4580604902260"
"MG28111-BO","シャツワンピース＿ストライプ","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","8900.00","0.00","","4580604902277"
"MG28111-NY","シャツワンピース＿ネイビー","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","7900.00","0.00","","4580604902284"
"MG28111-WT","シャツワンピース_ホワイト","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","7900.00","0.00","","4580604902291"
"MG28113-BKBK","オールインワン_ブラックブラック","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4290.00","9900.00","0.00","",""
"MG28113-WTBK","オールインワン_ホワイトブラック","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4290.00","9900.00","0.00","",""
"MG28114-BK","タイカラーシャツ_ブラックチェック","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","7900.00","0.00","","4580604902321"
"MG28114-GY","タイカラーシャツ_グレーチェック","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","7900.00","0.00","","4580604902338"
"MG28192-GR","折り返しワイドパンツ＿L＿グリーン","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","8800.00","0.00","",""
"MG28192-L-BK","Lサイズサマー折り返しワイドパンツ【ボタニカル柄ブラック】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","7900.00","0.00","","4580604902352"
"MG28192-L-GR","折り返しワイドパンツ＿L＿葉っぱ柄","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","8800.00","0.00","","4580604902369"
"MG28192-L-NY","折り返しワイドパンツ＿L＿ネイビー","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","7900.00","0.00","","4580604902376"
"MG28192-M-BK","Mサイズサマー折り返しワイドパンツ【ボタニカル柄ブラック】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","7900.00","0.00","","4580604902383"
"MG28192-M-GR","折り返しワイドパンツ＿M＿葉っぱ柄","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","8800.00","0.00","","4580604902390"
"MG28192-M-NY","折り返しワイドパンツ＿M＿ネイビー","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","7900.00","0.00","","4580604902406"
"MG28192-NY","【廃盤】折り返しワイドパンツ＿ネイビー","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","8800.00","0.00","",""
"MG28311-ka","ウエストベルト付きベイカーショートパンツ【カーキ】","9","ハピネス","4","0","4","0","0","0","通常","","取扱中","1","0","0","2970.00","7900.00","11880.00","","4580604903489"
"MG28311-ny","ウエストベルト付きベイカーショートパンツ【ネイビー】","9","ハピネス","21","0","21","0","0","0","通常","","取扱中","1","0","0","2970.00","7900.00","62370.00","","4580605360953"
"MG28311-re","ウエストベルト付きベイカーショートパンツ【キャメルブラウン】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2970.00","6750.00","0.00","","4580604903496"
"MG28331-de","デニムブルゾンジャケット【インディゴブルーデニム】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","5720.00","11000.00","0.00","","4580604902420"
"MG28331-lb","デニムブルゾンジャケット【ライトブルーデニム】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","5720.00","11000.00","0.00","","4580604902437"
"MG28332-gy-L","ノーカラーラムレザーLグレー","11","Astyle","21","0","21","0","0","0","通常","","取扱中","2","0","0","16126.00","29980.00","338646.00","","4580605361882"
"MG28332-gy-M","ノーカラーラムレザーMグレー","11","Astyle","65","0","65","0","0","0","通常","","取扱中","2","0","0","16126.00","29980.00","1048190.00","","4580605361875"
"MG28332-L-bk","ノーカラーラムレザージャケットL_ブラック","9","ハピネス","63","0","63","0","0","0","通常","","取扱中","2","0","0","16126.00","29980.00","1015938.00","","4580604903984"
"MG28332-L-ca","ノーカラーラムレザージャケットL_キャメル","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","16126.00","29980.00","0.00","","4580604904004"
"MG28332-L-gb","ノーカラーラムレザージャケットL_グレーベージュ","9","ハピネス","20","1","19","0","0","0","通常","","取扱中","2","0","0","16126.00","29980.00","322520.00","","4580605360205"
"MG28332-M-bk","ノーカラーラムレザージャケットM_ブラック","9","ハピネス","88","0","88","0","0","0","通常","","取扱中","2","0","0","16126.00","29980.00","1419088.00","","4580604902444"
"MG28332-M-ca","ノーカラーラムレザージャケットM_キャメル","9","ハピネス","12","0","12","0","0","0","通常","","取扱中","2","0","0","15730.00","29980.00","188760.00","","4580604903991"
"MG28332-M-gb","ノーカラージャケットラムレザーM_グレーベージュ","9","ハピネス","72","0","72","0","0","0","通常","","取扱中","2","0","0","16126.00","29980.00","1161072.00","","4580605360984"
"MG28333-gb-L","ライダースジャケットL_グレー","11","Astyle","19","0","19","0","0","0","通常","","取扱中","2","0","0","18095.00","34450.00","343805.00","","4580605361905"
"MG28333-gb-M","ライダースジャケットM_グレー","11","Astyle","41","0","41","0","0","0","通常","","取扱中","2","0","0","18095.00","34450.00","741895.00","","4580605361899"
"MG28333-L-bk","ライダースジャケットL_ブラック","9","ハピネス","35","2","33","0","0","0","通常","","取扱中","2","0","0","18095.00","34450.00","633325.00","","4580605360212"
"MG28333-M-bk","ライダースジャケットM_ブラック","9","ハピネス","51","1","50","0","0","0","通常","","取扱中","2","0","0","18095.00","34450.00","922845.00","","4580605360229"
"MG28351-lb","コットン100%ポケ付き長袖シャツ【ライトブルー】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2530.00","7900.00","0.00","","4580604902451"
"MG28351-wt","コットン100%ポケ付き長袖シャツ【ホワイト】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2530.00","7900.00","0.00","","4580604902468"
"MG28361-de","モリノカ゛ッコウ メンズタックベイカーパンツ 【インディゴデニム】/6476948/（7,900円）","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","7900.00","0.00","",""
"MG28361-ka","ウエストベルト付きワイドベイカーパンツ【カーキ】","11","Astyle","20","3","17","0","0","0","通常","","取扱中","2","0","0","3069.00","7900.00","61380.00","","4580604902482"
"MG28361-ny","ウエストベルト付きワイドベイカーパンツ【ネイビー】","11","Astyle","27","0","27","0","0","0","通常","","取扱中","2","0","0","3069.00","7900.00","82863.00","","4580605360922"
"MG28361-re","ウエストベルト付きワイドベイカーパンツ【キャメルブラウン】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","2530.00","7900.00","0.00","","4580604902499"
"MG28361-wt","ウエストベルト付きワイドベイカーパンツ【ホワイト】","11","Astyle","2","0","2","0","0","0","通常","","取扱中","1","0","0","3069.00","7900.00","6138.00","","4580605361455"
"mg28508-BK","本革ビジネストートバッグ_ブラック","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","6380.00","18940.00","0.00","","4580604902505"
"mg28508-BR","本革ビジネストートバッグ_ブラウン","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","6380.00","18940.00","0.00","","4580604902512"
"MG7374-l-be","Lサイズワイドパンツ【高級テンセルベージュ】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","8800.00","0.00","","4580604902529"
"MG7374-l-ny","Lサイズワイドパンツ【高級テンセルネイビー】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","8800.00","0.00","","4580604902536"
"MG7374-m-be","バギーパンツ_ベージュ_M","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","8800.00","0.00","","4580604902543"
"MG7374-m-ny","バギーパンツ_ネイビー_M","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","8800.00","0.00","","4580604902550"
"MGJB_B_002_wt","フロントボタンボアジャケット【ボアホワイト】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4862.00","9980.00","0.00","","4580604902581"
"mh-fb03-ha","フォーマルバッグ_花柄","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","2860.00","6980.00","0.00","","4580605362391"
"mini-h-si","ころんとPUミニポーチ細紐-シルバー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3520.00","6540.00","0.00","","4580605361110"
"mini-rl-bk","コロントミニポーチ本革-黒","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4510.00","9980.00","0.00","","4580604902598"
"mini-rl-lb","コロントミニポーチ本革-ライトブルー","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4510.00","9980.00","0.00","","4580604902604"
"mini-rl-pk","コロントミニポーチ本革-ピンク","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4510.00","9980.00","0.00","","4580604902611"
"mini-rl-re","コロントミニポーチ本革-レッド","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","30","4510.00","9980.00","0.00","","4580604902628"
"neck-01-be","ネックウォーマー_ベージュ千鳥","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1980.00","3940.00","0.00","","4580604902635"
"neck-01-lg","ネックウォーマー_ライトグレー","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1980.00","3940.00","0.00","","4580604902642"
"NT-01T-01-1201-BLACK-L","ハーフスリーブ_ブラック_L","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","726.00","1590.00","0.00","","4580604904646"
"NT-01T-01-1201-WHITE-L","ハーフスリーブ_ホワイト_L","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","726.00","1590.00","0.00","","4580604904653"
"NT1101-BLK-L","ベーシックＴシャツ-黒","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","739.00","10000.00","0.00","","4580604902659"
"NT1101-BLK-M","ベーシックＴシャツ-黒","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","739.00","2900.00","0.00","","4580604902666"
"NT1101-WHT-L","ベーシックＴシャツ-白","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","647.00","2900.00","0.00","","4580604902673"
"NT1101-WHT-M","ベーシックＴシャツ-白","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","647.00","2900.00","0.00","","4580604902680"
"NT19SSBT-BLK","メンズビックシルエットtシャツ【シルケット加工ブラック】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1430.00","3900.00","0.00","","4580604903816"
"NT19SSBT-WHT","メンズビックシルエットtシャツ【シルケット加工ホワイト】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1430.00","3900.00","0.00","","4580604903809"
"NT2101-BLK-L","大人のベーシックＴシャツ_黒_L","9","ハピネス","178","0","178","0","0","0","通常","","取扱中","2","0","0","957.00","3300.00","170346.00","","4580604902697"
"NT2101-BLK-M","大人のベーシックＴシャツ_黒_M","9","ハピネス","64","0","64","0","0","0","通常","","取扱中","2","0","0","957.00","3300.00","61248.00","","4580604902703"
"NT2101-WHT-L","大人のベーシックＴシャツ_白_L","11","Astyle","159","1","158","0","0","0","通常","","取扱中","2","0","0","957.00","3300.00","152163.00","","4580604902710"
"NT2101-WHT-M","大人のベーシックＴシャツ_白_M","11","Astyle","17","0","17","0","0","0","通常","","取扱中","2","0","0","957.00","3300.00","16269.00","","4580604902727"
"NT2102-BLK-F","ビックtシャツ_レディース","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1430.00","3900.00","0.00","","4580604903687"
"NT2102-BLK-M","ワンスプリントTシャツ-ブラック","9","ハピネス","17","0","17","0","0","0","通常","","取扱中","1","0","0","2118.00","4580.00","36006.00","","4580605360069"
"NT2102-WHT-F","ビックtシャツ_レディース","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1430.00","3900.00","0.00","","4580604903670"
"NT2102-WHT-M","ワンスプリントTシャツ-ホワイト","9","ハピネス","20","0","20","0","0","0","通常","","取扱中","1","0","0","2118.00","4580.00","42360.00","","4580605360076"
"NT2301-BLK-M","変形トップス-黒","11","Astyle","382","0","382","0","0","0","通常","","取扱中","2","0","0","1133.00","3800.00","432806.00","","4580604902734"
"NT2301-BLU-M","変形トップス-ブルー","11","Astyle","0","0","0","0","0","0","通常","","取扱中","2","0","0","1133.00","3800.00","0.00","","4580605362278"
"NT2301-PNK-M","変形トップス-ピンク","11","Astyle","0","0","0","0","0","0","通常","","取扱中","2","0","0","1133.00","3800.00","0.00","","4580605362285"
"NT2301-TCH-M","変形トップス-チャコール","11","Astyle","632","0","632","0","0","0","通常","","取扱中","2","0","0","1133.00","3800.00","716056.00","","4580604902741"
"NT2301-WHT-M","変形トップス-ホワイト","11","Astyle","0","0","0","0","0","0","通常","","取扱中","2","0","0","1133.00","3800.00","0.00","","4580605362261"
"onaoshi","お直し代","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","770.00","700.00","0.00","",""
"ps-bi01-bk","プラスサイズ_ニットビスチェ_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2310.00","4200.00","0.00","","4580604905346"
"ps-bi01-br","プラスサイズ_ニットビスチェ_ブラウン","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2310.00","4200.00","0.00","","4580604905353"
"ps-co05-be","プラスサイズステンカラーコートベージュ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","8690.00","17980.00","0.00","","4580604905223"
"ps-co05-bl","プラスサイズステンカラーコートブルー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","8690.00","17980.00","0.00","","4580604905230"
"ps-jk04-gy","プラスサイズ_ジャケット_ グレー","8","アイニ—ワン","0","0","0","0","0","0","通常","","取扱中止","0","0","0","6490.00","8980.00","0.00","","4580604905032"
"ps-jk04-ny","プラスサイズ_ジャケット_ネイビー","8","アイニ—ワン","0","0","0","0","0","0","通常","","取扱中止","0","0","0","6578.00","8980.00","0.00","","4580604905049"
"ps-lb-bk","プラスサイズ_レースブラウス_ブラック","11","Astyle","23","0","23","0","0","0","通常","","取扱中","2","0","0","2475.00","7980.00","56925.00","","4580604904905"
"ps-lb-gr","プラスサイズ_レースブラウス_モスグリーン","11","Astyle","30","0","30","0","0","0","通常","","取扱中","1","0","0","2667.00","7980.00","80010.00","","4580605361318"
"ps-lb-wt","プラスサイズ_レースブラウス_ホワイト","11","Astyle","29","0","29","0","0","0","通常","","取扱中","1","0","0","2475.00","7980.00","71775.00","","4580604904899"
"ps-lb08-wt","プラスサイズ_スカラップレースブラウス_ホワイト","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5225.00","9580.00","0.00","",""
"ps-lb08-ye","プラスサイズ_スカラップレースブラウス_イエロー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5225.00","9580.00","0.00","",""
"ps-lb15-lb","ピンタックブラウス_ライトブルー_プラスサイズ","9","ハピネス","13","0","13","0","0","0","通常","","取扱中","1","0","0","5060.00","7980.00","65780.00","","4580605360755"
"ps-lb15-wt","ピンタックブラウス_ホワイト_プラスサイズ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5060.00","7980.00","0.00","","4580605360762"
"ps-op10-bk","プラスサイズ_エプロンワンピース_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","7425.00","9950.00","0.00","","4580604905124"
"ps-op10-ka","プラスサイズ_エプロンワンピース_カーキ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","7425.00","9950.00","0.00","","4580604905117"
"ps-op11-gy","プラスサイズ_ワンピース_グレー","8","アイニ—ワン","0","0","0","0","0","0","通常","","取扱中止","0","0","0","6490.00","9980.00","0.00","","4580604905056"
"ps-op11-ny","プラスサイズ_ワンピース_ネイビー","8","アイニ—ワン","0","0","0","0","0","0","通常","","取扱中止","0","0","0","6490.00","9980.00","0.00","","4580604905063"
"ps-op12-be","プラスサイズレースが可愛いワンピースドレス","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","5995.00","12980.00","0.00","","4580605360779"
"ps-op12-bk","プラスサイズレースが可愛いワンピースドレス_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","5005.00","12980.00","0.00","","4580604905308"
"ps-op13-ck","プラスサイズ_ビスチェワンピース_チェック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5830.00","11500.00","0.00","","4580605360786"
"ps-op13-gy","プラスサイズ_ビスチェワンピース_グレー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5830.00","11500.00","0.00","","4580605360793"
"ps-pt01-be","プラスサイズ_ワイドパンツデニム","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","7205.00","9980.00","0.00","","4580604904950"
"ps-pt01-lb","プラスサイズ_ワイドパンツデニム_ライトブルー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","7205.00","9980.00","0.00","","4580604904967"
"ps-pt02-ca","プラスサイズ_ワイドパンツ_キャメル","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","7205.00","9980.00","0.00","","4580604904981"
"ps-pt02-ka","プラスサイズ_ワイドパンツ_カーキ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","7205.00","9980.00","0.00","","4580604904974"
"ps-sk11-bk","プラスサイズ_サロペットタイトスカート_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4785.00","8980.00","0.00","","4580604905384"
"ps-sk11-br","プラスサイズ_サロペットタイトスカート_ブラウン","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4785.00","8980.00","0.00","","4580604905391"
"ps-sk12-ck","プラスサイズ　チェック柄スカート","9","ハピネス","1","0","1","0","0","0","通常","","取扱中","1","0","0","5500.00","11000.00","5500.00","","4580605361035"
"ps-sp02-bk","プラスサイズ_サロペットパンツ_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","3696.00","12980.00","0.00","","4580604905070"
"rp-cmas-01","クリスマスラッピング","9999","設定なし","17","0","17","0","0","0","通常","","取扱中","0","0","0","0.00","150.00","0.00","","4580605362254"
"ryul-rl-bk","コロントリュックＬ本革-黒","11","Astyle","41","0","41","0","0","0","通常","","取扱中","1","0","0","9680.00","22800.00","396880.00","","4580604902765"
"ryul-rl-ca","本革ころんとリュックL【キャメル】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","9680.00","22800.00","0.00","","4580604903502"
"ryul-rl-ny","コロントリュックＬ本革-ネイビー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","9680.00","22800.00","0.00","","4580604902772"
"ryum-rl-bk","ころんとリュックM_本革_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","5720.00","14980.00","0.00","","4580604902789"
"sk001l-bl","タックスカート-ロイヤルブルー","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3080.00","10000.00","0.00","","4580604902796"
"sk001l-re","タックスカート-レッド","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3080.00","10000.00","0.00","","4580604902802"
"sk001m-bl","タックスカート-ロイヤルブルー","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3080.00","10000.00","0.00","","4580604902819"
"sk001m-re","タックスカート-レッド","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3080.00","5980.00","0.00","","4580604902826"
"sk002L-bk","ミモレ丈フレアスカート_ブラック_L","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2530.00","6820.00","0.00","","4580604902833"
"sk002L-bl","ミモレ丈フレアスカート_ブルー_L","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2530.00","6820.00","0.00","","4580604902840"
"sk002l-de","ミモレ丈デニムＳＫ-インディゴ","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2860.00","10000.00","0.00","","4580604902857"
"sk002l-lb","ミモレ丈デニムＳＫ-ライトブルー","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2860.00","10000.00","0.00","","4580604902864"
"sk002L-pk","ミモレ丈フレアスカート_ピンク_L","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2530.00","6820.00","0.00","","4580604902871"
"sk002L-wt","ミモレ丈フレアスカート_ホワイト_L","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2530.00","6820.00","0.00","","4580604902888"
"sk002L-ye","ミモレ丈フレアスカート_イエロー_L","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2530.00","6820.00","0.00","","4580604902895"
"sk002M-bk","ミモレ丈フレアスカート_ブラック_M","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2530.00","6820.00","0.00","","4580604902901"
"sk002M-bl","ミモレ丈フレアスカート_ブルー_M","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2530.00","6820.00","0.00","","4580604902918"
"sk002m-de","ミモレ丈デニムＳＫ-インディゴ","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2860.00","10000.00","0.00","","4580604902925"
"sk002m-lb","ミモレ丈デニムＳＫ-ライトブルー","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2860.00","10000.00","0.00","","4580604902932"
"sk002M-pk","ミモレ丈フレアスカート_ピンク_M","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2530.00","6820.00","0.00","","4580604902949"
"sk002M-wt","ミモレ丈フレアスカート_ホワイト_M","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2530.00","6820.00","0.00","","4580604902956"
"sk002M-ye","ミモレ丈フレアスカート_イエロー_M","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2530.00","6820.00","0.00","","4580604902963"
"sk003-be","ラメニットスカート - ベージュ","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2860.00","10000.00","0.00","","4580604902970"
"sk003-pk","ラメニットスカート - ピンク","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2860.00","10000.00","0.00","","4580604902987"
"sk004-ca","イレギュラーヘムフレアス-キャメル","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2640.00","10000.00","0.00","","4580604902994"
"sk005-be","プリーツスカート-ベージュ","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3410.00","10000.00","0.00","","4580604903007"
"sk005-gr","プリーツスカート-グレー","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3410.00","10000.00","0.00","","4580604903014"
"sk005-pk","プリーツスカート-ピンク","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3410.00","10000.00","0.00","","4580604903021"
"sk006l-bk","リボンツキタイトスカート-黒","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3740.00","10000.00","0.00","","4580604903038"
"sk006l-re","リボンツキタイトスカート-レッド","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3740.00","10000.00","0.00","","4580604903045"
"sk006m-bk","リボンツキタイトスカート-黒","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3740.00","10000.00","0.00","","4580604903052"
"sk006m-re","リボンツキタイトスカート-レッド","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3740.00","10000.00","0.00","","4580604903069"
"take","丈直し専用ページ_共通","9999","設定なし","99983","0","99983","0","0","0","通常","[※要※丈詰めサイズ確認][99999月末在庫調整]","取扱中止","0","0","0","0.00","1800.00","0.00","",""
"td-rl-bk","ころんとポーチ本革特大-黒","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","10890.00","19980.00","0.00","","4580604903076"
